flatshare_id,age,ages,any_pets,available,balcony_roof_terrace,bills_included,broadband_included,couples_ok,deposit,deposit(room_1),deposit(room_10),deposit(room_2),deposit(room_3),deposit(room_4),deposit(room_5),deposit(room_6),deposit(room_7),deposit(room_8),deposit(room_9),detail,disabled_access,double_room,furnishings,garage,garden_patio,gender,images,interests,language,lgbt_preferred,living_room,location,max_age,maximum_term,min_age,minimum_term,nationality,num_flatmates,num_housemates,occupation,orientation,parking,pets_ok,postcode,property_type,references,rent,room_type,security_deposit,single_room,smoker,smoking_ok,station,station_distance,total_num_rooms,university,vegetarian_vegan
11918176,,21 to 50,Yes,21 Dec 2025,No,Yes,Yes,No,"£1,100.00",,,,,,,,,,,"Zone 2 Spacious double bedroom in architect designed home. A home away from home in tree lined residential street in fashionable part of London. Great community feel.An extremely large south facing double room with feature timber bay windows, within 5-10 minutes walk of zone 2 Bakerloo line (Kensal Green) and London Overground (Kensal Rise). 15/17 minutes Marylebone/ Baker street, 20 minutes Oxford Circus, 15 minutes Euston Station, 15 min Westfield Shepherd’s Bush. 38 min to Bank station.Super fast unlimited wifi for personal use.Room: Quality John Lewis double bed and mattress, large chest of drawers, 2 full length large double wardrobe, large mirror, plenty of shelves, large table and 2 chairs. Room refurbished with warm timber floors and original timber fire place. Own use of luxury modern ensuite wet room shower next to bedroom. We have our own bathrooms.You will be sharing with me, a Designer (working currently from home), and 1 cat in a large safe, quiet house and homely environment filled with plants. Some of my hobbies include baking sour dough and growing amazing tasting herbs, strawberries and tomatoes which I share sometimes. In the summer there is access to timber deck and back garden.Use of toplit open plan living and spacious dining room, luxury kitchen with stone counters. The kitchen has top of range appliances: Miele washing machine, dishwasher, large Miele fridge & freezer. Slide and hide Neff oven and 5 ring Bosch gas hob with wok burner and extract fans. Microwave, kettle and toaster provided. Eat and enjoy catch up on your favourite drama series at the stone counter breakfast bar.Looking to share with like minded single working professional non-smoker. Please note this is not a party house. Sorry no couples or Agents.1 month deposit and 1 month rent in advance. Rent £1100 inclusive of bills (Gas, Electricity, wi-fi, water and council tax). Must like cats.Ideal for someone office based or (2 days/ week) hybrid working. +3 days/ week working from home increase in bills £1150 pcm. Happy to answer questions.",No,,Furnished,No,Yes,No preference,"[""https://photos2.spareroom.co.uk/images/flatshare/listings/large/56/26/56266387.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/56/26/56266396.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/56/26/56266516.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/56/26/56266477.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/56/26/56267611.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/56/26/56266564.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/56/26/56266594.jpg""]","cats, house",English,,shared,Kensal Rise,,None,21,6 months,,,2,Not suitable for students,,No,No,NW10Area,House share,Yes,"£1,100 pcm",double En suite,,,No,No,Kensal Green Station,5-10 minutes walk away,5,,
17330445,,21 to 35,No,Now,Yes,Yes,Yes,No,"£1,625.00",,,,,,,,,,,"🎁 !NOW REDUCED! OFFER!!! Furnished South Hampstead double-bed room with a patio in best location! 🎁🏆 ALL BILLS INCLUDED! Literally all!🏆 2-5 MIN. WALK TO THE TUBE OR OVERGROUND!🏆 TOP LOCATION: shops, restaurants, pubs, cafes & more a few minutes walk away!🏆 FREE HIGH-SPEED WIFI INTERNET!🏆 NO AGENCY FEES!🏆 NO HIDDEN COSTS!🏆 NO EXTRA COSTS!🏆 LUXURY: big communal lounge and dining area!✅ Fully equipped kitchen (incl. dishwasher, lots of storage)✅ Spacious separate dining area✅ Huge separate living room with a big flat TV, sofas, etc.✅ A spacious garden is accessible from the living room✅ Separate laundry room in the house✅ Your bathroom is shared with only one other person✅ Separate and sunny patio/terrace accessible directly from your room!✅ Just move in and feel home immediately!🏆 CLEANING SERVICE: All communal areas incl. both refurbished bathrooms, are cleaned weekly by professionals free of charge to the tenants! The house is always clean!🏆 EXCELLENT MANAGEMENT: fast & flexible, without complications, dedicated property manager, dedicated maintenance team, dedicated cleaning team!Only 2 minutes walk from Swiss Cottage tube or 5 minutes walk from South Hampstead Overground station, this posh and beautiful area offers everything you wish for! Shops and boutiques, restaurants, cafes, clubs, pubs, bars, theatre and cinema, coffee shops, museums - are all next or close to your luxurious house! Pretty gardens, big Regent’s Park, sport centres and gyms, are inviting you to relax or exercise.Please send me your WhatsApp number for videos and photos!Reference no. 17HR-BLooking forward to hearing from you,IVANNotting Hill and Hampstead Apartments",No,,Furnished,No,Yes,"2 Females, 2 Males","[""https://photos2.spareroom.co.uk/images/flatshare/listings/large/92/22/92223469.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/92/22/92223466.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/92/22/92223465.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/92/22/92223467.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/92/22/92223468.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/92/22/92223472.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/92/22/92223475.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/92/22/92223476.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/92/22/92223477.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/92/22/92223478.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/92/22/92223481.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/92/22/92223482.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/92/22/92223484.jpg""]",,,,shared,South Hampstead,35,None,21,6 months,,,4,Available to all,,No,No,NW6Area,House share,No,£325 pw,double,,,No,No,Swiss Cottage Station,0-5 minutes walk away,5,,
18045764,,,,Now,No,,,,,,,,,,,,,,,Newly decorated studio flat just moments from the shops bars and restaurants of Willesden Grn just moments away. Willesden Green tube station (zone 2 Jubilee line)Flat is on the first floor of a large Victorian house on an impressive residential road.New furniture and new double bed will be provided.All utilities included except Council TaxNo deposit scheme possible subject to referencing.No agent fees£1375 p/mth,No,,Furnished,No,No,,"[""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/20/98204314.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/20/98204349.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/20/98204372.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/20/98204316.jpg""]",,,,own,Willesden Green,,None,,3 months,,,,Available to all,,No,No,NW2Area,"Flat
        
        to rent",Yes,,,£0,,,Yes,,,,,
18082994,,,,04 Jan 2026,No,,,,,,,,,,,,,,,"** Rent Includes All Bills (gas, electricity, water, wifi and council tax) ** Available for Short Let, THIS IS NOT A ROOM LET ** Beautiful 2 double bedroom flat in the heart of Camden Town and Primrose Hill. The flat has laminate flooring, a fitted kitchen with a dishwasher, a washer/dryer, a 42-inch TV, 2 full bathrooms, an additional separate WC in the basement TV room. It is offered fully furnished, with plates/cutlery and bedding. The kitchen has a coffee machine, toaster/kettle, microwave and a large fridge freezer.Available 4th January 2026Rent Includes All Bills and Council Tax2 Double Bedrooms 2 Full BathroomsOpen Plan Fitted Kitchen with Washer/Dryer and DishwasherWood FlooringAdditinal Basement Tv Room with WC42in TvOffered with All Bedding/Plates/CutleryBuilt-in Wardrobes",No,"£1,750 pcm (En suite)",Furnished,No,Yes,,"[""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/41/98418197.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/41/98418193.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/41/98418192.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/41/98418194.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/41/98418195.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/41/98418196.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/41/98418198.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/41/98418199.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/41/98418200.jpg""]",,,,own,Camden Town,,6 months,,1 month,,,,Available to all,,No,No,NW1Area,"House
        to rent",No,,,"£3,500.00",,,Yes,Camden Town Station,5-10 minutes walk away,,,
17102912,43,,No,Now,,Yes,Yes,No,£850.00,,,,,,,,,,,"Double room  for RentA bright and very clean double-size room with shared kitchen and bathroom.The flat is well maintained and fully equipped with:•   Oven•   Cooker•   Microwave•   Washing machine•   Dryer✅ All bills included (electricity, water, gas, council tax, and internet).📍 Location:Just a 5-minute walk to the bus stop with routes towards Golders Green, Brent Cross, and Cricklewood Lane.👤 Preference: male💷 Rent & Deposit:•   One month’s rent in advance•   One month’s deposit required📞 Contact: Please get in touch if you’re interested or would like to arrange a viewing.",,,Furnished,,,No preference,"[""https://photos2.spareroom.co.uk/images/flatshare/listings/large/90/85/90856431.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/90/85/90856432.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/90/85/90856436.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/90/85/90856448.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/10/98107753.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/10/98107754.jpg""]",tv,English,,No,London NW2,,None,25,3 months,,1,,Available to all,,Yes,No,NW2Area,Flat share,Yes,£850 pcm,double,,,No,No,,,2,,
18068073,,,,Now,Yes,,,,,,,,,,,,,,,"Whole flat letting 3 bed .Spacious 3-Bedroom Flat Opposite Finchley Road Station Size: 84.07 m²Available Immediately Minimum Tenancy: 10 monthsOccupancy: Maximum 3 people Furnishing:A bright and spacious three-bedroom flat conveniently located directly opposite Finchley Road Station. The property offers a comfortable living/dining area, modern kitchen with balcony, and a well-presented bathroom Situated above a shop, this flat provides easy access to local amenities and excellent transport links, making it ideal for young professionals or students.- Fully furnished- Directly opposite: Finchley Road Underground Station- 10-minute walk to Swiss Cottage- n15 minutes by tube to Euston, King’s Cross, and Soho- O2 Shopping Centre right across the street – featuring Vue - Cinema, restaurants, Habitat, and Sainsbury’s   Large Waitrose supermarket also directly oppositeKey Features:Spacious 3-bedroom flat (84.07 m²)Bright living/dining room   Kitchen with private balconyModern bathroom   Fully furnished   Excellent transport links and amenities nearby",,£900 pcm,Furnished,,,,"[""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/28/98288664.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/28/98288665.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/28/98288663.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/28/98288669.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/28/98288666.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/28/98288668.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/28/98288667.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/28/98288662.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/28/98288661.jpg""]",,,,own,Finchley Road,,None,,10 months,,,,Available to all,,,No,NW3Area,"Flat
        
        to rent",Yes,,,"£3,000.00",,,Yes,,,,,
18079281,,22 to 32,No,Now,No,Yes,Yes,No,"£1,625.00",,,,,,,,,,,"🎁 Furnished South Hampstead/ Swiss Cottage double-bed room in top location! 🎁🏆 CLEANERS EVERY WEEK FOR COMMUNAL AREAS!🏆 ALL BILLS INCLUDED!🏆 2 MIN. WALK TO THE TUBE!🏆 TOP LOCATION: shops, restaurants, pubs, cafes & more a few minutes walk away!🏆 FREE HIGH-SPEED WIFI INTERNET!🏆 NO AGENCY FEES!🏆 NO HIDDEN COSTS!🏆 NO EXTRA COSTS!🏆 LUXURY: big communal lounge and dining area!✅ Fully equipped kitchen (incl. dishwasher, lots of storage)✅ Spacious separate dining area✅ Huge separate living room with a big TV, sofas, etc.✅ A spacious garden is accessible from the living room✅ Separate laundry room in the house✅ Your bathroom is shared with only ONE other person!✅ Property manager at your disposal✅ Just move in and feel home immediately!🏆 CLEANING SERVICE: All communal areas incl. both refurbished bathrooms are cleaned weekly by professionals free of charge to the tenants! The house is always clean!🏆 EXCELLENT MANAGEMENT: fast & flexible, without complications, dedicated property manager, dedicated maintenance team, dedicated cleaning team!Only 2 minutes walk from Swiss Cottage tube and only 5 minutes walk from South Hampstead Overground station, this posh and beautiful area offers everything you wish for! Shops and boutiques, restaurants, cafes, clubs, pubs, bars, theatre and cinema, coffee shops, museums - are all next or close to your luxurious house! Pretty gardens, big Regent’s Park, sport centres and gyms, are inviting you to relax or exercise.Please send me your WhatsApp number for videos and photos!This room's reference no. 17HR-E!Looking forward to hearing from you,IVANNotting Hill and Hampstead Apartments",No,,Furnished,No,Yes,"2 Females, 2 Males","[""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/38/98385213.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/38/98385214.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/38/98385215.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/38/98385216.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/38/98385217.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/38/98385226.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/38/98385227.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/38/98385228.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/38/98385229.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/38/98385232.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/38/98385233.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/38/98385234.jpg""]",,,,shared,South Hampstead,35,None,21,6 months,,,4,Available to all,,No,No,NW6Area,House share,No,£325 pw,double,,,No,No,South Hampstead Station,0-5 minutes walk away,5,,
17216177,,25 to 35,No,23 Dec 2025,,Yes,Yes,No,£925.00,,,,,,,,,,,"This lovely double room is located in Camden on Kentish Town Road. Sharing the large flat with 3 other professionals. All bills are included. There are 2 bathrooms, fully equipped kitchen leading to a rear garden.",,,Furnished,,Yes,"1 Female, 2 Males","[""https://photos2.spareroom.co.uk/images/flatshare/listings/large/94/30/94304563.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/91/30/91308344.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/91/30/91308340.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/91/30/91308339.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/91/30/91308342.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/91/30/91308347.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/91/30/91308348.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/91/30/91308341.jpg""]",,,,No,Camden,35,None,19,12 months,,3,,Available to all,,,No,NW1Area,Flat share,Yes,£925 pcm,double,,,No,No,,,4,,
18038244,,20 to 35,No,Now,Yes,Yes,No,Yes,,"£1,050.00",,"£1,050.00",,,,,,,,Double rooms available in a large newly refurbished split level flat close to excellent transport links in Kentish Town. Separate living room and all bills are included.,,,Furnished,,,3 Females,"[""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/03/98033775.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/03/98033774.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/03/98033770.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/03/98033771.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/03/98033777.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/03/98033772.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/03/98033773.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/03/98033778.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/03/98033779.jpg""]",,,,No,Chalk Farm,35,36 months,19,12 months,,,3,Available to all,,,No,NW5Area,House share,,"£1,050 pcm",double,,,No,Yes,,,5,,
17580056,,18 to 50,No,Now,Yes,Yes,Yes,Yes,,£425.00,,£550.00,,,,,,,,"Enjoy hassle-free living in this stylish shared house, featuring a spacious kitchen and a sleek modern bathroom, all kept to high standards. Perfectly located near Brent Cross Station, Golders Green, and local attractions like Brent Cross Shopping Centre and Golders Hill Park, this home offers comfort and convenience in a vibrant area.Room 1: Ruby Room:Room 2: Modern RoomShared House Features:* Large, fully equipped kitchen* Modern shared bathrooms* Prime location near Brent Cross Shopping Centre  and Golders Hill Park* Cleaner twice a week.Location Highlights:* Brent Cross Station: 8 minutes' walk* Golders Green Station: 13 minutes' walk* Brent Cross Shopping Centre: 20 minutes' walk – a shopper’s paradise* Golders Hill Park: Nearby, perfect for leisurely strolls or weekend relaxation*Key Features:* All Bills Included (Gas, Electricity, Water, Council Tax)* Free WiFi for uninterrupted connectivity* Complimentary Items: Coffee, tea, toilet paper, and kitchen towelsThese rooms are ideal for professional or student seeking a well-maintained and friendly living environment with unbeatable inclusions. Don’t miss out on this fantastic opportunity in a prime London location!",No,,Furnished,No,Yes,"2 Females, 2 Males","[""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/24/98244239.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/25/98256309.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/94/19/94192360.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/94/19/94192361.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/25/98256308.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/94/19/94192469.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/24/98244241.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/24/98244246.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/24/98244242.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/24/98244247.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/24/98244248.jpg""]",,,,No,Golders Green,,None,,1 month,,,4,Available to all,,No,No,NW11Area,House share,No,£850 pcm,single,,,No,Yes,,,2,,
18082944,,,,06 Jan 2026,Yes,,,,,,,,,,,,,,,"** Rent Includes All Bills (gas, electricity, water, wifi and council tax) ** Available for Short Let, THIS IS NOT A ROOM LET ** Beautiful 2 double bedroom flat in the heart of Camden Town and Primrose Hill. The flat has laminate flooring, a fitted kitchen with a dishwasher, a washer/dryer, a 42-inch TV, and a brand-new tiled bathroom. It is offered fully furnished, with plates/cutlery and bedding. The kitchen has a coffee machine, toaster/kettle, microwave and a large fridge freezer.Available 2nd January 2026Rent Includes All Bills and Council Tax2 Double BedroomsOpen Plan Fitted Kitchen with Washer/Dryer and DishwasherWood FlooringCarpeted Bedrooms42in TvOffered with All Bedding/Plates/CutleryBuilt-in Wardrobes",No,"£1,625 pcm",Furnished,No,No,,"[""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/41/98417801.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/41/98417804.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/41/98417805.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/41/98417807.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/41/98417809.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/41/98417811.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/41/98417813.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/41/98417816.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/41/98417818.jpg""]",,,,own,Camden Town,,4 months,,1 month,,,,Available to all,,No,No,NW1Area,"Flat
        
        to rent",Yes,,,"£3,250.00",,,Yes,Camden Town Station,0-5 minutes walk away,,,
18058330,,,,04 Jan 2026,No,,,,,,,,,,,,,,,"** Rent Includes All Bills (gas, electricity, water, wifi and council tax) ** Available for Short Let ** Beautiful 2 double bedroom flat in the heart of Primrose Hill, Camden Town/Parkway. The flat has laminate flooring, a fitted kitchen with a dishwasher, a washer/dryer, a 42-inch TV, and a brand-new tiled bathroom. It is offered fully furnished, with plates/cutlery and bedding. The kitchen has a coffee machine, toaster/kettle, microwave and a large fridge freezer.Available 4th January 2026Rent Includes All Bills and Council Tax2 Double BedroomsOpen Plan Fitted Kitchen with Washer/Dryer and DishwasherWood FlooringCarpeted Bedrooms42in TvOffered with All Bedding/Plates/CutleryBuilt-in Wardrobe",No,"£1,598 pcm",Furnished,No,No,,"[""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/20/98205615.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/20/98205614.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/20/98205612.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/20/98205608.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/20/98205613.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/20/98205609.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/20/98205610.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/20/98205611.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/20/98205616.jpg""]",,,,own,Primrose Hill,,None,,1 month,,,,Available to all,,No,No,NW1Area,"Flat
        
        to rent",Yes,,,"£3,200.00",,,No,Camden Town Station,5-10 minutes walk away,,,
17383513,,18 to 45,No,Now,No,Yes,Yes,Yes,£600.00,,,,,,,,,,,"Welcome to  large double room / Master Room that best suits your comfort.We looking 1 each tenants per room.5 MINS to middlesex University by walk.Shared kitchen, garden and bathroom.3-5 min walking distance to bus stops, food stores and restaurants.Private free parking space.Property is located in a safe and friendly neighborhood, with a big park nearby.Self check-in available.see you soon!",No,,Furnished,No,Yes,"2 Females, 3 Males","[""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/41/98412786.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/92/63/92636799.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/41/98412762.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/92/63/92636798.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/41/98412764.jpg""]",,,,No,Hendon,,None,,None,,,5,Available to all,,Yes,No,NW4Area,House share,No,"£1,200 pcm",double,,,No,No,,,6,,
18058696,,,,09 Dec 2025,No,,,,,,,,,,,,,,,"LOVELY SINGLE STUDIO FLAT FIBRE OPTIC WI FI AND PARKING.THE STUDIO IS AVAILABLE FOR A PROFESSIONAL ON A CONTRACT OR A STUDENT WITH UK GUARANTORTHE FLAT HAS AN EN SUITE SHOWER ROOM, OWN KITCHENETTE, SMALL DOUBLE BED, 42” TV, SMALL DESK WITH A CHAIR, CHEST OF DRAWERS, WARDROBE, SUPERFAST FIBREOPTIC WI FITHE STUDIO IS 10 MINUTES WALK TO COLINDALE STATION ON THE NORTHERN LINE AND 15 MINS TO MILL HILL BROADWAY STATION ON THE THAMESLINK TRAINLINEEXCELLENT LINKS TO LONDON VIA NORTHERN LINE/TAKES YOU TO CENTRAL LONDON TOTTENHAM COURT ROAD IN 20 MINSMILL HILL BROADWAY OVERGROUND STATION ON THE THAMESLINK TRAINLINE TAKES YOU TO CITY THAMESLINK STATION NEAR ST PAUL'S CATHEDRAL IN 26 mins.MIDDLESEX UNIVERSITY IS 10 MINS BY BUS OR BIKE RIDE.THE HOUSE IS IN A QUIET RESIDENTIAL AREA WITH PLENTY OF SHOPS IN WALKING DISTANCE, PARK, BUS STOPS, LESURE CLUB GYM IS ON THE CORNER.THE HOUSE IS DONE TO A VERY GOOD STANDARD, DOUBLE GLAZING, CENTRAL HEATING, BRIGHT WITH PLENTY OF DAY LIGHT, WARM AND CLEAN.THE OTHER TENANTS IN THE HOUSE ARE TWO PROFESSIONALS, VERY QUIET AND RESPECTFUL, AND LOOKING FOR LIKEWISE.NO PETS OR AGENTSTHANKS",No,,Furnished,No,No,,"[""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/20/98208693.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/20/98208694.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/20/98208695.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/20/98208696.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/20/98208697.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/20/98208698.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/20/98208703.jpg""]",,,,own,Colindale,,None,,None,,,,Available to all,,Yes,No,NW9Area,"Flat
        
        to rent",No,,,"£1,350.00",,,Yes,Colindale Station,5-10 minutes walk away,,,
17215294,,22 to 31,No,Now,No,Yes,Yes,Yes,£895.00,,,,,,,,,,,"A double bedroom available in this  newly decorated house in Kensal Green. The house has an open-plan fitted kitchen-dining  room with  access to a quiet patio garden, wood flooring throughout. A quiet tree lined road.A short walk to Queens Park, the house is located near Kensal Green and Kensal Rise train/tube stations, a quiet and safe, but lively and very green neighbourhood with plenty of supermarkets, independent cafe's, pubs, deli's & restaurants.The tube is  under 5 min. walk away, and it takes 20 min. to Oxford Circus, 15 min. to Euston station.For double occupancy additional charges apply.Thank you for viewing the ad and do get in touch if you are interested.Polina.",No,,Furnished,No,Yes,"2 Females, 2 Males","[""https://photos2.spareroom.co.uk/images/flatshare/listings/large/97/55/97551478.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/91/30/91304103.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/95/65/95653782.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/95/65/95653755.jpg""]",,,,shared,Kensal Green,40,None,21,6 months,British,,4,Available to all,,Yes,No,NW10Area,House share,No,£895 pcm,double,,,No,Yes,Kensal Green Station,0-5 minutes walk away,5,,
2472158,50,,No,Now,,Yes,Yes,No,£300.00,,,,,,,,,,,Double room available immediately in urban centrally located flat.  Room is huge at 30 sq metres.Share large ope n plan lounge and massive bathroom.  GCH / Bills included.Close to travel links (Bakerloo / Overground) and all of the local shopping etc.Sharing with one chilled professional guy.,,,Furnished,,,Males preferred,"[""https://photos2.spareroom.co.uk/images/flatshare/listings/large/25/83/2583115.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/88/95/88957358.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/88/95/88957359.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/32/98328678.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/42/98425886.jpg""]",,English,,shared,London NW6,45,None,,1 month,English,1,,Available to all,LGBT household,,No,NW6Area,Flat share,,£875 pcm,double,,,No,Yes,,,2,,
