flatshare_id,age,ages,any_pets,available,balcony_roof_terrace,bills_included,broadband_included,couples_ok,deposit,deposit(room_1),deposit(room_10),deposit(room_11),deposit(room_12),deposit(room_2),deposit(room_3),deposit(room_4),deposit(room_5),deposit(room_6),deposit(room_7),deposit(room_8),deposit(room_9),detail,disabled_access,double_room,furnishings,garage,garden_patio,gender,images,interests,language,lgbt_preferred,living_room,location,max_age,maximum_term,min_age,minimum_term,nationality,num_flatmates,num_housemates,occupation,orientation,parking,pets_ok,postcode,property_type,references,rent,room_type,security_deposit,single_room,smoker,smoking_ok,station,station_distance,total_num_rooms,university,vegetarian_vegan
18078575,,24 to 35,No,Now,No,Yes,Yes,Yes,£750.00,,,,,,,,,,,,,"We’re looking for a friendly new housemate to join our lovely home in N15.Available now, this is a large double room that comes fully furnished with a queen bed, a big double wardrobe, and a beautiful view over the garden🏡 About the HouseOur home is spacious and comfortable, ideal for anyone wanting both privacy and a relaxed, social living environment. You’ll have access to:Three toilets (no morning queues!)One main shower bathroomLarge, well-equipped kitchenSpacious living roomBeautiful backyard — we adore hosting summer BBQs here and hope you’ll enjoy it as much as we do!We’re also filling one more room, so there’s a chance to help shape the vibe of the house.👥 About UsWe’re a household of friendly working professionals.I’m an Aussie chef, my partner (British with Turkish descent) works in hospitality, and his brother (also British with Turkish descent) is a TfL bus driver.We’re laid-back and fairly private people, but we also love sharing a good laugh over dinner when our schedules line up. The home is clean, warm, and easy-going — a calm space with occasional moments of fun.🚬 SmokingWe are a strictly no-smoking household indoors.One housemate smokes occasionally, but only outside.🚆 LocationWe’re in a fantastic spot with everything close by:10–15 min walk to Seven Sisters or Turnpike Lane stations5 min bus ride if you preferSupermarkets, local shops, takeaways, and essentials right on your doorstepRent & Details£750 per month (single occupancy) — all bills included£1250 per month for couplesAvailable nowViewings available on requestIf this sounds like the kind of home you’re looking for, send me a message with any questions and we can arrange a viewing. Looking forward to meeting you!",No,,Furnished,No,Yes,No preference,"[""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/35/98356553.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/35/98356555.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/35/98356578.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/35/98356556.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/35/98356558.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/35/98356560.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/35/98356570.jpg""]","travelling, cooking, gym, food, cinema, exercise",English,,shared,London N15,45,None,21,3 months,,,3,Available to all,,No,No,N15Area,House share,No,£750 pcm,double,,,Yes,Yes,Seven Sisters Station,10-15 minutes walk away,4,,
18048950,39,,No,Now,Yes,No,Yes,No,£800.00,,,,,,,,,,,,,"Spacious, Bright & Zen Double Room with Garden Access in Peaceful Muswell Hill, N10, North LondonA beautiful, and tranquil double room is available in a newly renovated and clean apartment.✨ Spacious double room✨ Garden facing✨ Furnished✨ Available immediately✨ Looking for a full-time working single professional✨ 10 minute bus ride to Muswell Hill🚗 Great location for drivers. Free street parking available. 🅿️🚲 Perfect for cyclists.🪴 Large private garden accessed via a balcony.Quiet and calm flatshare. Ideal for a professional seeking a relaxing home atmosphere.Muswell Hill is a culturally rich, safe and trendy neighbourhood with lovely cafes, restaurants, walks, gyms, cinemas, grocery stores and a vibrant spirit. Some of my favourite local spots are BEAM, Holybella and Planet Organic.The flat is located on Sydney Road (N10), within easy reach of Muswell Hill Broadway, local shops, cafes and parks with transport links to central London.About the Room & Flat- Spacious, bright, clean, and newly renovated double room- Direct access to a private garden. Ideal for gardening, exercising and BBQs- Shared modern kitchen and bathroom (both clean and well maintained)- Non-smoking home- Pet-free homeAbout Your FlatmateYou’ll be sharing with one considerate female professional, who enjoys a tidy and positive living environment.Looking ForA full-time working professional (not working from home) who is clean and tidy. Someone who values a harmonious space.Rent & DetailsRent: £800 per month (excluding bills)Bills: <£150 per monthDeposit: £800References required.Available immediately.Transport info- <20 minute walk to Muswell Hill town centre- 10 minute bus ride to Muswell Hill town centre- 5 minutes walk to Cromwell Road CL bus stop for buses 43 or 134-  <20 minute bus ride to Highgate station- 20 minute walk to Arnos Grove station- 40/45 minutes to Tottenham Court Road, King’s Cross, Euston, Finsbury Park stations- 20 minute walk to New Southgate station- Muswell Hill is car-friendly with easy to find free on-street parking and is close to A406 North CircularBus routes- 43 through Muswell Hill via Highgate, Archway, Moorgate and London Bridge.  ￼- 134 links North Finchley, Muswell Hill, Archway, Camden and Warren Street.  ￼- Other buses: 102, 234, 299Tube connections- Highgate Tube Station (Northern Line)- Arnos Grove Tube Station (Piccadilly Line)Get in touch to arrange a viewing if you’re looking for a clean and peaceful home in North London.",,,Furnished,,Yes,No preference,"[""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/12/98124822.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/12/98124817.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/12/98124818.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/12/98124819.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/12/98124820.jpg""]","music, travelling, reading, walking, yoga, theatre, dancing",,,No,Muswell Hill,,None,,None,,1,,Available to all,,Yes,No,N10Area,Flat share,Yes,£800 pcm,double,,,No,No,,,3,,
16027642,,,,17 Dec 2025,No,,,,,,,,,,,,,,,,,"My 1-bedroom apartment in Angel (right next to the canal and the Angel shops) will be available from 17 December 2025 until 10 February 2025 while I'm abroad.Rent is £2,050 per month + expenses. Please message me if you're interested in staying for some or all of this time.",No,,Furnished,No,No,,"[""https://photos2.spareroom.co.uk/images/flatshare/listings/large/83/03/83032422.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/83/03/83032423.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/83/03/83032424.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/83/03/83032427.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/83/03/83032428.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/83/03/83032429.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/83/03/83032430.jpg""]",,,,own,Angel,,2 months,,1 month,,,,Not suitable for students,,No,No,N1Area,"Flat
        
        to rent",No,,,£0,,,No,Angel Station,0-5 minutes walk away,,,
8395630,50,,No,Now,No,Yes,Yes,No,"£1,100.00",,,,,,,,,,,,,"£1300 inclusive of bills, council tax, fortnightly cleaner and household bits & bobs (TP, cleaning supplies which I organize) - you just move in!Sharing with 1 chilled, professional female 🙋🏻‍♀️Avail now but move in date flexi as looking for the right fit - short term also considered.Would suit someone mature who is looking to share a clean, peaceful home with lots of space. :)🛌 THE ROOM:The room is massive for London standards (250 ft²), VERY bright and airy. It’s also fully furnished with a king size bed, and LOTS of storage: 4 double-door wardrobes, 2 side tables and a desk.🛌 THE FLAT:The rest of the flat is also very spacious (1000 ft²) and bright throughout. Has a lovely eat-in kitchen with a good sized fridge, washing machine and very cosy, large lounge (also 250 ft²) with a large TV.📍THE LOCATION:The location cannot be beat: Right on Stoke Newington/Dalston border with a the best of all worlds around you: cafes, restaurants, bars, music venues. Your choice of green spaces within walking distance: 5 min to Hackney Downs, 15 mins to Butterfield Green or Newington Green, 18 mins to Clissold Park and 25 min to London Fields.🚎 TRANSPORT LINKS:A slew of choices: Dalston Kingsland & Dalston Junction stations within a 12-15 mins walk (brings you to Oxford Circus in 30 mins /  to Shoreditch in 10 mins respectively); Hackney Central, Rectory Road and Hackney Downs also are within a 15 min walk. Three bus routes at the end of the road: 243, 76, 149 to the Bloomsbury, The City & the West End, Waterloo or London Bridge within 35-45 mins and northbound buses to Tottenham, Edmonton and Wood Green (all under 30 mins).🙋🏻‍♀️THE FLATMATE:I’m a young-spirited female in her late 40s who runs a digital design business - mostly WFH but also go to a workspace 1-2 times/week to get out of the flat. Recently discovered I’m an ambivert - always up for a chat but equally enjoy alone time - and will respect yours. As a former DJ, my club days are well and truly over so I enjoy a chill, peaceful pace and home. I spend weekends out and about checking out galleries and new restaurants or travelling - flatmates are always welcome to join! I also try to keep the flat clean and tidy, esp the shared spaces - e. g. no outside shoes in the flat, no dishes piling in the sink, general cleaning up after self — the usual adult stuff. :)💁🏻‍♀️YOU:Looking for a like-minded, mature, professional, who’s up for a chat now and again, doesn’t bring the party back but who also sees home as a calm, clean and peaceful refuge from the chaos of London.  :)",No,,Furnished,No,No,Females preferred,"[""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/37/98373664.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/93/17/93172017.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/93/17/93172014.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/93/17/93172013.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/93/02/93020631.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/96/60/96601287.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/96/60/96601288.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/34/33/34337335.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/93/02/93020633.jpg""]","music, travelling, art, fashion, design",English,,shared,London N16,,None,,3 months,,1,,Available to all,,No,No,N16Area,Flat share,No,"£1,300 pcm",double,,,No,No,,,2,,
18073813,,,,Now,,,,,,,,,,,,,,,,,,"We present a new  2-bedroom apartment, available now !! 👍🏼ideal for families or groups of friends👩🏻‍❤️‍💋‍👨🏼🫂This property offers the perfect balance of space and functionality.- 2 furnished bedrooms 🛌- 1 full bathroom 🛁- Spacious living area, 🛋️ perfect for relaxation and socializing🚨 Additional furniture can be provided upon request 🚨LOCATIONS , Situated just 5 minutes’ walk from Turnpike Lane station, 🚉 the apartment is well-served by 24-hour bus services, ensuring easy access to all major points of interest in the city.This is an excellent opportunity to live in a spacious and bright apartment. For further information or to arrange a viewing, please do not hesitate to contact us.",,£975 pcm,Furnished,,,,"[""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/33/98338175.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/33/98338174.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/33/98338178.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/33/98338177.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/33/98338180.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/33/98338176.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/33/98338179.jpg""]",,,,own,Turnpike Lane,,None,,6 months,,,,Available to all,,,No,N8Area,"Flat
        
        to rent",Yes,,,"£1,950.00",,,Yes,,,,,
18078180,,22 to 28,No,17 Dec 2025,,Yes,Yes,No,£500.00,,,,,,,,,,,,,"Subletting my spacious double room over Christmas as Ill be going away for a monthGreat quiet location, old street underground station 10 minute walk awayRoom available from 17 December - 13 January.Deposit - £500Rent - £1026",,,Furnished,,,No preference,"[""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/37/98375398.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/37/98375399.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/37/98375400.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/37/98375401.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/37/98375402.jpg""]","cooking, gym, food, video games, guitar, computers",,,shared,Hoxton,,None,,None,,3,,Available to all,,,No,N1Area,Flat share,,"£1,100 pcm",double,,,No,No,,,4,,
17774626,,25 to 40,No,Now,,Not known,Yes,No,£200.00,,,,,,,,,,,,,"A lovely fully furnished double room is available in a friendly, clean and calm women only flat share in the heart of Islington.Room includes:* Comfortable single ottoman bed* Desk (ideal for working or studying)*Wardrobe & storage space*Plenty of natural lightThe Flat:* Shared kitchen with all appliances* Clean bathroom (shared)*High-speed Wi-Fi*Safe, quiet residential streetLocation:* Walking distance from Angel, Highbury & Islington and Essex Road Station, and local bus routes.* Close to shops, cafés, park , gyms and all the wonderful amenities Islington offers.",,,Furnished,,,Females preferred,"[""https://photos2.spareroom.co.uk/images/flatshare/listings/large/95/84/95843323.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/95/84/95843325.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/95/84/95843324.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/95/84/95843322.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/95/84/95843326.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/95/84/95843327.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/18/98184045.jpg""]","music, travelling, gym, swimming, fashion, comedy, cars, holidays, restaurants",,,shared,Islington,40,6 months,25,3 months,,2,,Available to all,,,No,N1Area,Flat share,,"£1,000 pcm",double,,,No,No,,,3,,
18060854,,28 to 30,No,06 Jan 2026,Yes,No,No,No,£0.00,,,,,,,,,,,,,"Looking to rent out a room in a 3-bed flat in Archway from anytime between Jan-March until June 2026. The property is over 2 floors, with a separate living room and kitchen, and 2 bathrooms.The bedroom is located on the second floor, with a bathroom directly next door which is basically only yours as both boys use the downstairs bathroom.The property is located a 12-minute walk from Archway underground, with many bus routes going into central London and walking distance from Finsbury Park underground and overground station. The street is quiet and residential, with several amenities and supermarkets within a 5-minute walking distance.You would be living with 2 lovely boys who are both teachers and work in the office 5 days a week. Looking for someone friendly and chilled.Council Tax band D",No,,Furnished,No,No,No preference,"[""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/22/98226270.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/22/98226271.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/22/98226275.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/22/98226276.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/22/98226279.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/22/98226282.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/22/98226290.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/22/98226291.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/22/98226299.jpg""]",,English,,shared,Archway,,6 months,,4 months,,2,,Available to all,,No,No,N19Area,Flat share,No,"£1,042 pcm",double,,,No,Yes,Archway Station,10-15 minutes walk away,3,,
17952705,,,,20 Dec 2025,Yes,,,,,,,,,,,,,,,,,"This modern one-bedroom apartment at Hale Village, 1 Ashley Road offers stylish living in the heart of the vibrant Tottenham Hale regeneration area. Situated on a south-west facing aspect, the property benefits from a private balcony, perfect for relaxing or entertaining.Residents of Hale Works enjoy excellent on-site amenities, including:- 24/7 concierge service for security and convenience- Two landscaped communal terraces with stunning views across London- A dedicated residents’ co-working space, ideal for flexible workingTransport Links:- The development is superbly connected, just moments from Tottenham Hale Station, offering:- Victoria Line Underground – approx. 15 minutes to King’s Cross and 20 minutes to Oxford Circus- National Rail services – direct trains to Stratford (11 mins), Liverpool Street (15 mins), and Stansted Airport (approx. 35 mins)- Extensive bus routes linking North and East LondonLocal Area & Lifestyle:Hale Works is part of the major transformation of Tottenham Hale, surrounded by a growing community of shops, restaurants, and leisure spaces. Local highlights include:- Walthamstow Wetlands – Europe’s largest urban wetlands, perfect for scenic walks, birdwatching, and cycling- The Volunteer, The Beehive and The Ferry Boat Inn – traditional pubs with character and charm- Mother Kelly's, a new craft ale beer just around the corner- The Engine Room Café and Craving Coffee – local favourites for brunch and artisan coffee- The High Cross – a quirky micropub set in a converted public toilet, offering craft beers- A growing selection of bars, restaurants, and bakeries, and nearby food spots in Walthamstow and HackneyThis apartment offers not only a stylish and practical home but also a chance to be part of one of London’s most exciting up-and-coming neighbourhoods.Council Tax Band C",Yes,,Furnished,No,Yes,,"[""https://photos2.spareroom.co.uk/images/flatshare/listings/large/97/32/97321600.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/97/32/97321599.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/97/32/97321594.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/97/32/97321595.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/97/32/97321596.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/97/32/97321597.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/97/32/97321598.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/97/32/97321601.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/97/32/97321606.jpg""]",,,,own,Tottenham Hale,,12 months,,1 month,,,,Not suitable for students,,No,No,N17Area,"Flat
        
        to rent",Yes,,,"£2,250.00",,,No,Tottenham Hale Station,0-5 minutes walk away,,,
16905242,,,No,Now,No,Yes,No,No,£500.00,,,,,,,,,,,,,"0ne large furnished room available from 1 December 2025 in a 3 bed close to amenities inclusive of bills .Ideal for a professional , student,  within easy reach to the train  and buses..",No,,Furnished,No,Yes,2 Females,"[""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/37/98376366.jpg""]",,,,shared,Edmonton,,12 months,,1 month,,2,,Available to all,,Yes,No,N9Area,Flat share,Yes,£700 pcm,double,,,No,No,Edmonton Green Station,5-10 minutes walk away,3,,
18078362,32,,No,18 Dec 2025,No,Yes,Yes,Yes,£450.00,,,,,,,,,,,,,"A bright double room with private en-suite available in a friendly two-person flat. You’ll be sharing with one easy-going, sociable housemate from Manchester.The flat has an open-plan lounge/kitchen/diner. There is also a patio area for bike storage, plus an allocated parking space.Located between Finsbury Park, Holloway Road, and Crouch End, with good access to Upper Holloway, Archway, and Finsbury Park stations. All transport links are within easy reach and the flat sits comfortably in Zone 2.Available from 18 Dec - 10 Jan with the possibility to extend.",No,,Furnished,No,Yes,No preference,"[""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/37/98377178.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/37/98377180.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/37/98377181.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/37/98377182.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/37/98377184.jpg""]",,English,,shared,Archway,,None,,None,British,1,,Available to all,,Yes,Yes,N19Area,Flat share,No,"£1,300 pcm",double En suite,,,No,Yes,Finsbury Park Station,5-10 minutes walk away,2,,
18078463,,24 to 26,No,19 Dec 2025,Yes,Yes,Yes,No,£0.00,,,,,,,,,,,,,"Hi everyone ! I have a really lovely room available from the 19th of December until the 19 th January in a great location. Loads of green spaces at walking distance, 10 min walk to Dalston kingsland and great bus links to central! Let me know if you have anymore questions !  240/week and 950 for the whole month ( bills included!)",No,,Furnished,No,No,No preference,"[""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/37/98377941.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/37/98377942.jpg""]",,English,,shared,Dalston,,1 month,,None,,3,,Available to all,,No,No,N16Area,Flat share,No,£950 pcm,double,,,Yes,Yes,Dalston Kingsland Station,5-10 minutes walk away,4,,
17646152,34,,No,Now,,No,Yes,No,"£1,200.00",,,,,,,,,,,,,"It has great location 4 minutes away walk to Piccadily Caledonian station.  Nice Victorian architecture with high ceilings and windows with full of light. It has full nice peaceful garden viewing. The flat has 1 bathroom, so you will be sharing it with me. Bills comes around £170, so bills is not included to rent. The property comes with king size bed, wardrobe and chest of drawer. There are dishwasher as well. The place is close to Tesco Express just 4 minutes. Also there are big ones like Lidl, Morrisons and Waitrose just 10 minutes walking distance.In terms of me I am software engineer. Beside I love cooking and walking. Most importantly I am looking someone to be part of the house. I really enjoy socialising so looking for a friendly flatmate that we can spend time together, while also enjoying our own space and having our own thing going!",,,Furnished,,,Females preferred,"[""https://photos2.spareroom.co.uk/images/flatshare/listings/large/94/73/94739874.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/94/73/94739876.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/94/73/94739872.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/94/73/94739869.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/94/73/94739871.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/94/77/94772595.jpg""]","cooking, gym, hiking",,,shared,London N7,40,None,25,None,,1,,Available to all,,,No,N7Area,Flat share,,"£1,200 pcm",double,,,No,No,,,2,,
18078324,,,No,13 Dec 2025,Yes,Yes,Yes,Yes,"£1,500.00",,,,,,,,,,,,,"Rent: £1500/month (bills included)Sublet period: 13 Dec 2025 – 24 Feb 2026 (negotiable)Move-in: 13 Dec 2025 (flexible by a day or two)Hey! 👋I’m looking for someone to sublet my large double bedroom with a private bathroom in a beautiful duplex flat right in the heart of Hoxton while I’m away.The flat is in a secure gated building with double gates. It’s on the 2nd floor with elevator access. Bike room storage available. Bright south-facing living room with floor-to-ceiling windows, an open-plan kitchen, and a private bathroom with a bathtub. Double bedroom with a balcony that connects to the living room, and a massive standing work table. Tons of natural light throughout with south-facing floor-to-ceiling windows, and an east-facing small window.☀️Flatmate's room is downstairs on its own floor, fully separated from the rest of the flat. The washing machine is located in the downstairs bathroom.The room comes fully furnished:Bed frame + mattressMassive standing work tablePrivate big TV facing the bedBuilt-in wardrobe (I'll try to free up as much space as possible)Full-length mirror (In the hallway)The flat is fully furnished as well, and the kitchen is modern with an oven, microwave, and dishwasher. All tools in the kitchen are mine, so feel free to use any of them. 🙌📍 LocationAmazing location — less than 5 minutes walk to Shoreditch, 18 minutes walk to Liverpool Street. Hoxton Overground is just a 5-minute walk too. 10 minutes walk to the canal, or 12 minutes walk to the Columbia Road Flower Market. 🚉 Tons of bus access, and a Lime bike parking area right in front of the house.👯‍♀️ About Your FlatmateYou’ll be living with one girl, a sustainability consultant. She’s super friendly, clean, and sociable, but also respects personal space, works from the office during the day most of the workdays — a great balance if you like a calm, harmonious home.💌 If you’re interested, feel free to message me on whatsapp or call me!",Yes,,Furnished,,,Females preferred,"[""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/37/98376823.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/37/98376818.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/37/98376821.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/37/98376811.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/37/98376817.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/37/98376812.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/37/98376810.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/37/98376809.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/37/98376813.jpg""]","music, travelling, exercise, science, architecture, museums",English,,shared,Hoxton,38,3 months,19,2 months,,1,,Available to all,LGBT household,,No,N1Area,Flat share,,"£1,300 pcm",double En suite,,,No,Yes,,,2,,
3669907,,,No,Now,Yes,Some,Yes,No,"£1,000.00",,,,,,,,,,,,,"Luxury Double bedroom studio in private house, in quiet road. Separated from main house, with own luxury en suite shower room and toilet.Room consists of balcony, central heating, wi fi, own fridge.Room is furnished with bed, sofa, wardrobe and chest of drawers. & desk.  New wooden flooring.Suitable for a quiet single, professional person, international student, No couples. Clean and tidy essential. Looking for the right fit to join the household.Enjoy and relax in your own private space.Close to Bruce Grove train station (5 mins walk) 15 minutes walk to Seven Sisters station ( Victoria Line) 159, 279, 149, 243, 76, W4 Buses. 123 bus to Turnpike Lane station (Piccadilly Line).Deposit of a month and a half required.",No,,Furnished,No,Yes,No preference,"[""https://photos2.spareroom.co.uk/images/flatshare/listings/large/54/35/5435727.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/54/35/5435734.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/54/50/5450862.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/54/61/5461941.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/54/61/5461952.jpg""]",,English,,No,London N17,60,None,24,6 months,,,1,Not suitable for students,,No,No,N17Area,House share,Yes,"£1,195 pcm",double En suite,,,No,No,Bruce Grove Station,0-5 minutes walk away,3,,
18042055,,,,Now,,,,,,,,,,,,,,,,,,"Large 4 bedroom house with 1 small office room, 1 bathroom, 2 WC, kitchen and large garden.Maximum 5 people.Great connections 1min walk to number 341 bus stop!No agencies - maximum 4 people, or 5 with one couple for Bedroom 1.Please tell me a little bit about yourself and share your phone number to arrange viewing :)",,£737 pcm,Furnished,,Yes,,"[""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/06/98066125.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/06/98066120.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/06/98066123.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/06/98066122.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/06/98066121.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/06/98066124.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/06/98066119.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/06/98066118.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/06/98066126.jpg""]",,,,own,Harringay,,None,,12 months,,,,Available to all,,,Yes,N15Area,"House
        to rent",,,,"£2,950.00",,,No,,,,,
17023469,,,,12 Dec 2025,Yes,Yes,Yes,No,£0.00,,,,,,,,,,,,,"Large beautiful double room in a house JUST FOR YOURSELF! (all other rooms will be empty).House fully equiped, even dishwasher, which is a rarity in London!I would prefer if you contact me through spareroom messages rather than via phone number.It will be available from 12/12/2025 until 31/12/2025.2 minutes from Lidl, Iceland, Morrisons and plenty of other shops and restaurants!In a quiet back yard!",Yes,,Furnished,,Yes,No preference,"[""https://photos2.spareroom.co.uk/images/flatshare/listings/large/90/06/90067382.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/90/06/90067381.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/90/06/90067383.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/89/84/89845560.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/89/84/89845562.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/89/84/89845575.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/89/84/89845576.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/89/84/89845585.jpg""]",,,,No,Holloway,,1 month,,None,,,,Available to all,,,Yes,N7Area,Flat share,,£500 pcm,double,,,,Yes,,,,,
