flatshare_id,age,ages,any_pets,available,balcony_roof_terrace,bills_included,broadband_included,couples_ok,deposit,deposit(room_1),deposit(room_10),deposit(room_11),deposit(room_12),deposit(room_2),deposit(room_3),deposit(room_4),deposit(room_5),deposit(room_6),deposit(room_7),deposit(room_8),deposit(room_9),detail,disabled_access,double_room,furnishings,garage,garden_patio,gender,images,interests,language,lgbt_preferred,living_room,location,max_age,maximum_term,min_age,minimum_term,nationality,num_flatmates,num_housemates,occupation,orientation,parking,pets_ok,postcode,property_type,references,rent,room_type,security_deposit,single_room,smoker,smoking_ok,station,station_distance,total_num_rooms,university,vegetarian_vegan
16209385,,,,01 Jan 2026,No,Yes,Yes,No,£700.00,,,,,,,,,,,,,"-Fully  furnished  double  room  in  3  bed  garden  flat,  recently  renovated  to  a  high  standard-4  mins  walk  from  Bruce  Grove  Station,  11  mins  to  Tottenham  Hale-King  size  bed-Garden-Washer-dryer  &  dishwasher-Communal  lounge-This  is  an  individually-let  room  in  a  3-bed  flat,  female preferred-Existing  housemates  both  professionals  in  their  late  20s/30s1)  Holly,  works  in  social  media2)  Patricia,  works  in  tech-Bills  are  paid  by  the  landlord,  to  be  covered  by  a  payment  included  with  your  monthly  rentBreakdown  as  followsrent)  £699/mobills)  £160.13=  £859.13  total  monthly  paymentBreakdown  of  bills:Broadband:  £10.70Council  tax:  £54.52  (band  C)TV  licence:  £4.85Energy:  £76.34Water:  £13.72Total:  £160.13",No,,Furnished,No,Yes,,"[""https://photos2.spareroom.co.uk/images/flatshare/listings/large/87/08/87081763.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/87/08/87081762.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/84/42/84422131.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/84/42/84422132.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/84/42/84422133.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/84/42/84422134.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/84/42/84422137.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/84/42/84422141.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/84/42/84422143.jpg""]",,,,shared,Tottenham,,None,21,12 months,,,,Not suitable for students,,No,No,N17Area,Flat share,Yes,£865 pcm,double,,,,No,Bruce Grove Station,0-5 minutes walk away,,,
15305417,,26 to 35,No,Now,No,No,No,No,£480.00,,,,,,,,,,,,,"Massive furnished double room in a big friendly flat (over two floors) - brilliantly-located in a lovely part of East Finchley. Just a few mins walk from the Underground, parks/woods, cafes, shops, gyms, cinemas. Available from 4th December.***We’ll be inviting some people for viewings between 4-10th December***ABOUT USWe are looking for someone to join our friendly home. ☺️ Simon (35) works as an actor and tutor, and he loves our local park, local gym and local cinema. Francesca (26) works in hospitality, loves travelling with her boyfriend, learning languages and pub quizes. JJ (26) is a filmmaker and he loves film, art, music. And cooking, although he burns most of it! 🧑‍🍳We are a 🌈-friendly house.THE FLAT* big Living Room with big comfy sofas and arm chairs, and TV* Bathroom - shower, bath, sink, toilet* Separate second toilet* Kitchen - with washing machine/dryer, oven, microwave, toaster, kettle and fridge-freezer🚭 We’re only meeting non-smokersTHE AREAEast Finchley is lovely. Lots of places to shop and eat out / get takeaway / have coffee.* 1 min walk from East Finchley tube (Northern line)* 3 min walk from shops including Sainsbury’s, Iceland and Budgens — and lots of independent restaurants/ takeaways - as well as a Dominos, and a Subway!* 3 min walk from lovely Cherry Tree Wood park* Local cinemas: 1 min walk to iconic Phoenix Cinema; or go further to the Everyman Cinema in Muswell Hill.* Several gyms within 5-10 min walk* 10 min walk to Muswell Hill* 10 min walk to Highgate Wood* 30 min walk to Kenwood House and Hampstead HeathTRANSPORT LINKSTube: East Finchley (Northern Line) station is a 1 min walk. You can get from the flat to Camden Town in 15 mins, and 30 mins to Leicester Square / Waterloo.Bus: 1 minute walk to stops for 102, 263, 143, 234, 603, H3.Beautiful Muswell Hill - cafes, restaurants, shops, banks, Everyman cinema - is a 5 min bus / 10 min walk away.Gyms: a few independent gyms very close by in East Finchley (one has a small pool, steam room, sauna) — as well as two bigger PureGyms.RENT/BILLSRent £700pcmFast Broadband £6.50pcmGas/Electric - Varies depending on the season - and it’s hard to give an average with the energy market shifting in recent yearsCouncil tax - £42.50pcm (Band D)Water bill - about £12pcmTV license - c. £40 each per year",No,,Furnished,No,No,No preference,"[""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/34/98349110.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/34/98349113.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/34/98349114.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/34/98349134.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/34/98349136.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/34/98349141.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/34/98349140.jpg""]","reading, gym, socialising, films, cinema, fitness, tv, netflix, writing, culture, board games, comedy, meeting new people, current affairs, cleaning",English,,shared,East Finchley,38,None,25,12 months,British,3,,Not suitable for students,LGBT household,Yes,No,N2Area,Flat share,Yes,£700 pcm,double,,,No,No,East Finchley Station,0-5 minutes walk away,4,,
18043874,27,,No,Now,Yes,Yes,Yes,No,£900.00,,,,,,,,,,,,,"Stunning! This is my renovated studio flat in Highgate which is available over weekends, negotiable for short term full time rentals also or Monday-Friday/weekends! This property is not available for long term, full time rental.Weekends - £1200Weekdays - £1650Full time short term rental with sole use of the property and bathroom - £1850Large private terrace and communal gardenIt is complete with murano chandeliers, limewash walls, contemporary Italian furniture and a brand new marble kitchen with Neff appliances. I have spared no cost in the finishes of the interior. I have a large first floor, south facing private terrace complete with sun loungers and an outdoor dining table. There is also a large shared garden which services the building.Where I am: I have a private double bedroom and a shared bathroom off the studio. The bathroom is newly renovated to the highest of standards.I have transformed the lounge into a studio flat. I have an open plan kitchen/diner with a dining table and chairs and a sofa for relaxing. The green daybed transforms into a bed at night, but can be used for lounging in the day. The daybed is almost the size of a double bed and is very comfortable.I travel often and am looking for someone I am comfortable with here! I have put my heart into creating a beautiful space and would like someone to share in this oasis. It is walking distance from Hampstead heath, Highgate wood, Queens wood and the Parkland walk - lots of green space beyond the view from the windows.",No,,Furnished,No,Yes,No preference,"[""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/08/98081000.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/08/98080980.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/08/98080981.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/08/98080993.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/08/98080986.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/08/98080987.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/42/98423671.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/08/98080992.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/08/98081002.jpg""]","art, photography, wine, gardening, nature, painting, meditation, relaxing, exhibitions, knitting, entrepreneurship",English,,shared,Highgate,99,8 months,21,2 months,,1,,Available to all,,Yes,No,N6Area,Flat share,Yes,"£1,200 pcm",double,,,No,No,Highgate Station,0-5 minutes walk away,2,,
12807052,,25 to 30,No,04 Jan 2026,No,Some,Yes,No,£500.00,,,,,,,,,,,,,"EXTRA LARGE DOUBLE ROOM IN HARRINGAY N4 - with double bed available in a young, friendly, non-smoking house-share. High coved ceilings, bright and very spacious. This period property is located in a quiet, tree-lined road. A fully fitted kitchen - upstairs and downstairs extra-large luxury showers - a comfortable lounge overlooking a south facing garden - GCH and WiFi.The house is close to Underground stations, National Rail stations, buses, shops, banks, cafés, gyms, libraries, bars, restaurants and pubs.TRANSPORTHarringay N4 has excellent transport links, such as the Piccadilly and Victoria lines, which will take you into Central London within 20 mins.Harringay Train Station, (Great Northern Rail), is only 8 minutes walk away and goes to Finsbury Park, Highbury & Islington, Kings Cross, Old Street - terminating at Moorgate Station in just 15 minutes.(Another nearby London Overground station, Harringay Green Lanes, is on the Barking to Gospel Oak Suffragette line).There are great bus connections to the City and West End. The 24-hour buses 341, 141 and 29 go to Waterloo, London Bridge and Trafalgar Square via Camden Town..THE AREAHarringay N4 is a trendy, vibrant area in North London and has a multitude of independent shops and culinary delights on Green Lanes high street - many of which are open 24hrs, 7 days a week.  You’ll love the Dusty Knuckle Bakery, the cool Brouhaha cocktail bar and the recently opened Sushi Co. which offers late night deliveries. You won't find a more delicious Sunday roast than that served by Stamp Brasserie - with free top-ups of potatoes and veg !Fancy a pint? Check out The Old Ale Emporium and The Salisbury tavern - which also includes a Chinese restaurant, Little Dragons.Time for some shopping therapy - the Arena Retail Park is a 10 minute walk - Aldi, Sainsbury's, Argos, TK Maxx, Sports Direct, Next, Costa Coffee, McDonald's etc.Wood Green Shopping Mall is one of the largest in London and only 10 mins away by bus - shops galore!  The Mall also includes a Cineworld Cinema and a large Market Hall which has a fantastic selection of small independent traders, selling everything from fashion and beauty products to electricals and quick bites to eat. Whatever you’re looking for you’ll find in the Market Hall. Oh, and just up the road near Wood Green Station is a 6-screen, state-of-the-art Hollywood Vue Cinema complex.Harringay also has numerous nature trails - and includes the Railway Fields Nature Reserve, (only 8 mins walk from the house) - described as a tranquil escape from the hustle and bustle - a haven for wildlife with over 200 plant species, 60 bird species and 21 types of butterflies.A 15 min walk will take you to the famous Finsbury Park which has a boating lake, skate park, outdoor gym, café; basketball, netball, and volleyball courts –  a venue for festivals, concerts, fun fairs, circus’s and displays.Also close by are the open spaces of Woodland Park, Wetland Reservoirs, Cissold Park, Chestnuts Park, Downhills Park, Stationers Park, Priory Park and Lordship Recreation Ground.For the active amongst you, there are gyms and fitness centres nearby - and the Castle Climbing Centre is only 10 mins away by bus.A must visit is Alexandra Palace, (Ally Pally as it’s affectionately known). From this impressive Grade II listed building you get a beautiful, panoramic view of London. It includes an ice-rink (with skating lessons if you wish), the Palm Court Atrium and The Phoenix pub. This iconic venue has hosted film premieres, Red Bull racing, boxing, snooker, ice hockey and darts. Previous live gigs include The Rolling Stones, Pink Floyd, Led Zeppelin and the London Symphony Orchestra. Other events at Ally Pally include theatre, arts & crafts & food festivals, exhibitions, podcasts, panel discussions, workshops and tours. Something for everybody ! Alexandra Park Station is a mere 5 minute journey from Harringay Station.Please make contact to arrange a viewing ASAP!!      :  )",No,,Furnished,No,Yes,"3 Females, 2 Males","[""https://photos2.spareroom.co.uk/images/flatshare/listings/large/61/62/61623484.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/42/98423603.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/42/98423604.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/84/34/84343208.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/82/97/82975017.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/82/97/82975040.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/61/67/61672162.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/61/72/61722322.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/96/77/96770021.jpg""]",,,,shared,Harringay,30,None,20,6 months,,,5,Available to all,,No,No,N4Area,House share,Yes,£190 pw,double,,,No,No,Harringay Station,5-10 minutes walk away,6,,
18083494,,28 to 28,No,12 Dec 2025,,Yes,Yes,No,£200.00,,,,,,,,,,,,,"Spacious bedroom in a lovely 3 person flat in Highbury and Islington. Great location, very warm (for peak winter) and bathroom right next to the bedroom. You’ll be living with two 28 year old New Zealanders! Standing/sitting desk and desktop so you can WFH! Dates/rent can be flexible.",,,Furnished,,,Females preferred,"[""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/42/98422197.jpg""]",,,,shared,Highbury and Islington,,1 month,,None,,2,,Not suitable for students,,,No,N5Area,Flat share,,£800 pcm,double,,,No,Yes,,,2,,
968644,25,,No,09 Jan 2026,No,Yes,Yes,No,£550.00,,,,,,,,,,,,,"Lovely first floor double room in clean house, neutral decor; suits clean, considerate person to share with housemates. Neutral décor.  All Bills included.♦ Ample fridge & freezer storage♦ First Floor Bathroom♦ Ground Floor cloakroom♦ Washing machine♦ Bedside Table; desk & chair; chest of drawers;Please provide some info about yourself such as working, type of work, student, currently renting and move in date.Please send a message to arrange a viewing.",No,,Furnished,No,Yes,"1 Female, 3 Males","[""https://photos2.spareroom.co.uk/images/flatshare/listings/large/97/18/97183349.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/96/49/96491260.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/91/06/91060179.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/96/93/96934453.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/79/14/79149653.jpg""]",,,,No,Wood Green,,None,23,5 months,,,4,Available to all,,Yes,No,N22Area,House share,Yes,£760 pcm,double,,,Yes,No,Wood Green Station,10-15 minutes walk away,4,,
18083451,,25 to 32,No,14 Jan 2026,,Yes,Yes,No,£500.00,,,,,,,,,,,,,"FEMALES ONLYhi,i'll be going to sweden for work for a few months from january and im looking to sublet my wonderful room to someone who'll take good care of it when i'm gone.the deposit will be £500, but will deduct it from your last month of renting! happy to work around this though.about the room:it's a single room but far from a shoebox. it's got a big double bed and built in wardrobe. you'll only be sharing the bathroom with one flatmate as the third one's got an en-suite. i will be emptying most of my stuff from the room so you can use the wardrobe for your things and the shelf as well! there's also a desk in my room if you need to do work or use your computer.about the flat:it's a very nice modern flat in a perfectly quiet little area with a massive waitrose (2 minute walk) and morrisons (7 minutes) close by. we've got a big kitchen / living room and just got a projector instead of a tv for everyone to use. everyone in the flat are very clean and respectful and i've lived with one of them for 8 years.i'm looking for someone who's very clean and respectful and will take care of my room and the flat. any other questions, please let me know. xx",,,Furnished,,,Females preferred,"[""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/42/98421931.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/42/98421918.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/42/98421920.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/42/98421927.jpg""]","music, travelling, cooking, reading, gym, art, films, food, cinema, photography, fitness, literature, cleaning",,,shared,Holloway,40,None,25,3 months,,2,,Not suitable for students,LGBT household,Yes,No,N7Area,Flat share,,"£1,000 pcm",single,,,No,No,,,3,,
18083458,,,No,12 Dec 2025,No,Yes,Yes,Yes,£100.00,,,,,,,,,,,,,"✨ Zone 2 Ensuite Sublet — AVAILABLE ASAP ✨Hey everyone! We’re looking for someone to take over an ensuite room in our gorgeous Zone 1 house  — available immediately! from Dec 12th - Jan 16th (dates flexible)📍 Location Absolute steal for Zone 2:8–10 min walk to Caledonian Road Station5–10 min walk to High StreetSurrounded by Lidl, Waitrose, Morrisons, IcelandSuper convenient and safe area!The Room (Ensuite):Fully furnishedBrand new mattress & bedLarge closet + IKEA drawer unit*pics are from when we first moved in - so happy to do a video call for more detailsThe house- full living room- kitchen with 2 fridges- full glass work from home set up- bus stop 30 secs away🐶 Bonus: We have a house dog named Toast — truly the friendliest dog EVER. If you love dogs, you’ll fall in love immediately.We’re 5 girls (23–29), all working professionals who moved into this beautiful 7-bedroom house last month. The vibe is super friendly, social, and relaxed — pub nights out, movie nights in, spontaneous chats in the kitchen… all of it 💖If you’re looking for a fun, welcoming home and a great way to meet new girls in London, drop me a message! 💕✨",No,,Furnished,No,Yes,Females preferred,"[""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/42/98421938.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/42/98421940.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/42/98421942.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/42/98421941.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/42/98421943.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/42/98421979.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/42/98422011.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/42/98422013.jpg""]","music, travelling, cooking, reading, gym, running, gaming, swimming, netflix, wine, exercise",English,,shared,Caledonian Road,,None,,1 month,,,5,Available to all,,Yes,No,N7Area,House share,No,"£1,080 pcm",double En suite,,,No,Yes,Holloway Road Station,5-10 minutes walk away,6,,
17667388,,29 to 40,No,Now,,No,Yes,No,£540.00,,,,,,,,,,,,,"Big  double  room  to  let  in  a  clean  flat.  Flat  situated  2 mins  walk  from  Finchley  Central  underground  station and bus stops are just in front.  Flat is Just  opposite  of  Ballards  lane  Tesco  superstore.  So shopping will be very convenient. Neighbourhood is very good , very low crime rate . Looking  for  a  clean  and  professional  person. For  £180 per week for single person.  all  the  shops ,  restaurants and cafes are  minutes  walking  distance  from  the  flat.  Very  convenient  location for people who travel for work with underground and bus.All furniture included .. 2 big  cupboards with a dressing table , sofa and drawers.Out road parking also available for free. Only one hour restriction.For  viewing  please  call  or  text   the  numberWifi includedRest bills are NOT included",,,Furnished,,,"1 Female, 2 Males","[""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/42/98421036.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/42/98421031.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/42/98421034.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/42/98421032.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/42/98421033.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/42/98421035.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/42/98421037.jpg""]",,,,No,Finchley Central,,None,,6 months,,3,,Available to all,,,No,N3Area,Flat share,Yes,£180 pw,double,,,No,No,,,3,,
18083345,38,,Yes,01 Jan 2026,Yes,Yes,Yes,No,£900.00,,,,,,,,,,,,,"Large bedroom in a shared flat.The flat is currently shared with one employed female tenant, and the property has recently been fitted with a new kitchen. It is located a convenient seven-minute walk from the Wood Green area.Please note that we also have a resident cat.If you are interested in arranging a viewing or have any further questions, please let me know.",No,,Unfurnished,No,No,Female,"[""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/42/98421052.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/42/98421053.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/42/98421071.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/42/98421072.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/42/98421074.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/42/98421073.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/42/98421129.jpg""]",,,,No,Wood Green,70,6 months,27,None,British,1,,Not suitable for students,,No,Yes,N22Area,Flat share,Yes,£900 pcm,double,,,No,Yes,Wood Green Station,0-5 minutes walk away,2,,
15623082,,18 to 50,No,Now,,Yes,Yes,No,£820.00,,,,,,,,,,,,,"This is a SMALL double bedroom with en-suite (bath tub, toilet and vanity basin), available now for £820 per month with all bills included.This bedroom is in a house with large living room, an ideal working from home space.High speed reliable broadband is included in the price.There is a separate large modern kitchen/ dining room and a small garden/patio , also an attic/storage room.The house is 5 minutes walk from both Archway Underground and Upper Holloway overground station.The rent of £820 per calendar month includes all bills, council tax, fast internet and a cleaner for weekly cleaning of common areas. Deposit is required at £820Will consider pet parent, but only for one cat.Will NOT consider couples.",,,Furnished,,Yes,3 Males,"[""https://photos2.spareroom.co.uk/images/flatshare/listings/large/81/35/81357466.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/81/35/81357472.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/81/35/81357463.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/81/35/81357456.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/81/35/81357457.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/81/35/81357458.jpg""]",,,,shared,Upper Holloway,99,None,18,6 months,British,,3,Available to all,,,Yes,N19Area,House share,Yes,£820 pcm,single En suite,,,No,Yes,,,4,,
18083464,,24 to 30,No,Now,Yes,No,,No,,"£1,149.00",,,,"£1,149.00",,,,,,,,"Hi,I am a private landlord (no agency fees nor any other fees) looking for 2 non-smoking, clean, tidy professional to share with my 3 existing tenants ASAP.My tenants are 3 professionals in their 20s/30 (they work in legal, management consultant and banking). The property has been the home for many of my former tenants for between 7 - 12 years.The property is modern, has 5 bedrooms and covers 3 floors of a semi-detached Victorian house. It is located in a quiet street of a conservation area, wooden flooring, a spacious open-plan kitchen/living area with a French door leading to a very large roof terrace, a bathroom (with bathtub, toilet and basin), a separate shower room, (with a shower, toilet and basin), a separate Guest WC on the ground level and some storage space.Fast Internet access.Logistics: 3-5 min tube/busses/shops/large supermarkets/ restaurant/ all other facilities on Holloway Road and within walking distance to more shops/restaurants on the Upper Street or Camden Town.There is a lot of parking space in our very quiet and spacious road.Piccadilly tube line (one of the fasted tube lines) brings you directly to Eurostar station, Heathrow Airport and other national rail stations.Convenient buses from the property are 17, 29, 43, 91, 153, 253, 259, 271, 393.My tenants prefer to share the property with clean/tidy and laid-back housemates who care for the house, don't smoke and do not have pets in the house.The advertised rooms are1) a furnished good-sized double room, located on the first floor of the property facing a quiet garden, furnished with a double bed and a wardrobe . The rent is £250 per week excluding bills or £1,083.33 per calendar month excluding all bills for 1 person (no couple). Deposit is £1,148.84 (= 1 month rent plus 1 month council tax share of currently £48.43 and 1 month water bill share of currently £17.10). This room is available NOW.2) a furnished double bedroom, located on the attic level, furnished with a double bed and a wardrobe. There are a desk and chair left behind by my former tenant.The rent is £250 per week excluding bills or £1,083.33 per calendar month excluding all bills for 1 person (no couple). Deposit is £1,148.84 (= 1 month rent plus 1 month council tax share of currently £48.43 and 1 month water bill share of currently £17.10). This room is available from 1st January.Bills:- council tax is currently approx £48.43 per person per month. The council increases the council tax every year in April.- Water bill is currently £17.10 per person per month.- All other bills are approx £100 per person per month on average). Please could you check the bills with my tenants during the viewing as this figure might not be accurate.Contract term is min 12 months. For master students and/or professionals from abroad, some rent advance may be required.If you feel like living in this beautiful property with some young sociable professionals, I would love to hear from you",No,,Furnished,No,No,3 Males,"[""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/42/98421988.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/42/98421989.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/42/98421990.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/42/98421993.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/42/98421996.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/42/98421997.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/42/98421999.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/42/98422001.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/42/98422002.jpg""]",,,,shared,Holloway,35,None,23,12 months,,3,,Not suitable for students,,Yes,No,N7Area,Shared property,Yes,£250 pw,double,,,No,No,Caledonian Road Station,0-5 minutes walk away,5,,
17794863,,,,Now,,,,,,,,,,,,,,,,,,"1 bed studio, self contained Shower room and kitchen.All bills includedN9 Edmonton area, Edmonton green station walking distance and bus station 1 min walk.Looking for a single person.If you have any question do let me know.",,,Furnished,,,,"[""https://photos2.spareroom.co.uk/images/flatshare/listings/large/96/47/96479485.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/96/01/96014461.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/96/01/96014460.jpg""]",,,,own,London N9,,None,,12 months,,,,Available to all,,Yes,No,N9Area,"Flat
        
        to rent",,,,£600.00,,,No,,,,,
18083490,,35 to 99,No,Now,,Yes,Yes,No,£680.00,,,,,,,,,,,,,"✨ Double Room Available in Edmonton (N9/N18) ✨Spacious, bright double room available in a clean and friendly house.Perfect for a working professional or student looking for a quiet and comfortable place.📍 Location: Edmonton – close to shops, bus routes, overground station🛏️ Room: Fully furnished double room🏡 House: Clean, quiet, friendly household🔌 Bills: Included (Wifi, gas, electric, water, council tax)🚆 Transport: Great links to Liverpool Street, Seven Sisters & Tottenham🧼 Extras: Shared kitchen & bathroom, regular cleaning of common areas📞 Contact: Message me for more info or to arrange a viewing!",,,Furnished,,,No preference,"[""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/42/98422176.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/42/98422178.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/42/98422177.jpg""]",,,,No,Edmonton,99,None,30,None,,2,,Not suitable for students,,Yes,No,N18Area,Flat share,,£680 pcm,double,,,No,Yes,,,3,,
18037782,31,,No,01 Feb 2026,Yes,No,,Yes,"£1,215.00",,,,,,,,,,,,,"Bright double room with furniture.Lovely living room and kitchen.8mins away from Dalston kingsland.Loads supermarket in walking distance.My flatmate Sophie is a teacher.She is very kind, quiet and clean.I am moving out to a flat closer to my office and looking for someone to take over my tenancy.Feel free to drop me a message through WhatsApp.",,,Furnished,,,Females preferred,"[""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/02/98029517.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/02/98029518.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/02/98029592.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/02/98029594.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/02/98029593.jpg"", ""https://photos2.spareroom.co.uk/images/flatshare/listings/large/98/02/98029595.jpg""]","reading, films",,,shared,Dalston,,None,,None,British,1,,Available to all,,,No,N16Area,Flat share,,"£1,350 pcm",double En suite,,,No,No,,,2,,
